Date,Open,High,Low,Close,Adj Close,Volume
2013-09-01,15.789999961853027,16.81999969482422,14.300000190734863,14.800000190734863,12.174826622009277,2106100
2013-10-01,14.649999618530273,14.800000190734863,12.470000267028809,13.039999961853027,10.727009773254395,1501200
2013-11-01,12.989999771118164,13.59000015258789,12.079999923706055,12.930000305175781,10.636521339416504,1351500
2013-12-01,12.920000076293945,13.199999809265137,11.050000190734863,12.40999984741211,10.208756446838379,1519500
2014-01-01,12.210000038146973,13.960000038146973,11.649999618530273,11.90999984741211,9.797442436218262,1093700
2014-02-01,11.979999542236328,13.649999618530273,10.109999656677246,12.199999809265137,10.036002159118652,1472000
2014-03-01,12.289999961853027,12.630000114440918,10.699999809265137,10.779999732971191,8.867879867553711,980900
2014-04-01,10.850000381469727,11.770000457763672,10.0,10.5,8.637543678283691,895800
2014-05-01,10.390000343322754,11.1899995803833,9.779999732971191,10.029999732971191,8.250911712646484,748800
2014-06-01,10.039999961853027,11.9399995803833,9.109999656677246,10.050000190734863,8.267365455627441,1153300
2014-07-01,10.050000190734863,10.59000015258789,9.699999809265137,10.039999961853027,8.259138107299805,453800
2014-08-01,10.119999885559082,10.170000076293945,9.020000457763672,9.020000457763672,7.42006254196167,1040400
2014-09-01,9.15999984741211,10.119999885559082,8.869999885559082,9.34000015258789,7.683304786682129,423600
2014-10-01,9.239999771118164,9.890000343322754,8.289999961853027,8.90999984741211,7.329575538635254,746900
2014-11-01,8.75,8.869999885559082,7.449999809265137,8.630000114440918,7.099240303039551,700100
2014-12-01,8.539999961853027,8.539999961853027,5.900000095367432,6.5,5.347051620483398,966200
2015-01-01,6.760000228881836,6.760000228881836,5.570000171661377,5.869999885559082,4.828799724578857,845500
2015-02-01,5.889999866485596,6.159999847412109,5.429999828338623,5.650000095367432,4.64782190322876,848400
2015-03-01,5.730000019073486,7.559999942779541,5.360000133514404,6.980000019073486,5.741911888122559,1074000
2015-04-01,7.03000020980835,7.269999980926514,6.599999904632568,7.0,5.758363246917725,473500
2015-05-01,7.059999942779541,7.699999809265137,6.75,7.699999809265137,6.334198474884033,848300
2015-06-01,7.5,8.130000114440918,7.25,7.789999961853027,6.408235549926758,754200
2015-07-01,7.71999979019165,7.820000171661377,6.75,7.28000020980835,5.988698482513428,601400
2015-08-01,7.139999866485596,7.5,5.699999809265137,6.079999923706055,5.001550674438477,1147700
2015-09-01,6.099999904632568,6.159999847412109,4.860000133514404,5.289999961853027,4.351678371429443,1652400
2015-10-01,5.429999828338623,6.0,5.130000114440918,5.630000114440918,4.783190727233887,798000
2015-11-01,5.650000095367432,5.710000038146973,4.840000152587891,4.869999885559082,4.137502670288086,510200
2015-12-01,4.900000095367432,4.96999979019165,4.210000038146973,4.21999979019165,3.6104414463043213,465300
2016-01-01,4.190000057220459,4.460000038146973,3.759999990463257,3.9000000953674316,3.3366634845733643,398200
2016-02-01,3.880000114440918,3.930000066757202,3.3299999237060547,3.4700000286102295,2.968775987625122,591400
2016-03-01,3.4700000286102295,4.199999809265137,3.380000114440918,3.950000047683716,3.4087953567504883,1004200
2016-04-01,3.9000000953674316,4.269999980926514,3.7100000381469727,4.079999923706055,3.5209832191467285,535400
2016-05-01,4.099999904632568,5.050000190734863,4.050000190734863,5.03000020980835,4.340821266174316,823000
2016-06-01,5.039999961853027,5.28000020980835,4.300000190734863,4.679999828338623,4.038775444030762,630100
2016-07-01,4.679999828338623,5.239999771118164,4.429999828338623,5.130000114440918,4.459108829498291,293800
2016-08-01,5.25,5.849999904632568,4.929999828338623,4.989999771118164,4.337417125701904,655100
2016-09-01,4.989999771118164,6.449999809265137,4.989999771118164,6.389999866485596,5.594054698944092,895600
2016-10-01,6.389999866485596,6.78000020980835,6.099999904632568,6.289999961853027,5.506511211395264,519600
2016-11-01,6.239999771118164,6.849999904632568,5.599999904632568,5.829999923706055,5.103808879852295,606500
2016-12-01,5.889999866485596,6.400000095367432,5.670000076293945,6.190000057220459,5.453516960144043,633800
2017-01-01,6.25,7.449999809265137,6.25,7.139999866485596,6.2904887199401855,2593100
2017-02-01,7.150000095367432,8.140000343322754,6.769999980926514,7.130000114440918,6.281677722930908,2462000
2017-03-01,7.150000095367432,7.190000057220459,6.210000038146973,6.300000190734863,5.57988166809082,1072900
2017-04-01,6.349999904632568,6.510000228881836,6.019999980926514,6.320000171661377,5.597596645355225,880700
2017-05-01,6.320000171661377,7.0,5.590000152587891,6.739999771118164,5.969587802886963,1452500
2017-06-01,6.550000190734863,8.289999961853027,6.53000020980835,7.880000114440918,6.979281902313232,1437500
2017-07-01,7.760000228881836,8.600000381469727,7.28000020980835,8.140000343322754,7.249781608581543,2159300
2017-08-01,8.140000343322754,9.789999961853027,7.829999923706055,9.789999961853027,8.719331741333008,1632300
2017-09-01,9.779999732971191,10.039999961853027,8.800000190734863,9.920000076293945,8.879323959350586,1262900
2017-10-01,10.0,10.289999961853027,9.279999732971191,10.180000305175781,9.11204719543457,1407700
2017-11-01,10.229999542236328,11.899999618530273,9.899999618530273,11.760000228881836,10.526296615600586,1340200
2017-12-01,11.699999809265137,13.149999618530273,11.0,12.760000228881836,11.464689254760742,1172400
2018-01-01,12.760000228881836,13.170000076293945,11.350000381469727,11.899999618530273,10.69198989868164,965500
2018-02-01,11.699999809265137,14.40999984741211,11.550000190734863,13.300000190734863,11.949870109558105,1498500
2018-03-01,13.300000190734863,16.31999969482422,13.119999885559082,15.550000190734863,14.025288581848145,3143200
2018-04-01,15.550000190734863,17.18000030517578,15.0,16.709999084472656,15.071548461914062,1832900
2018-05-01,16.760000228881836,21.0,16.739999771118164,19.520000457763672,17.60602569580078,3226000
2018-06-01,19.389999389648438,20.5,17.200000762939453,17.719999313354492,16.031858444213867,2876900
2018-07-01,17.700000762939453,19.739999771118164,16.489999771118164,17.520000457763672,15.850909233093262,2762900
2018-08-01,17.6299991607666,17.75,14.869999885559082,16.739999771118164,15.145217895507812,3255400
2018-09-01,16.709999084472656,16.760000228881836,14.09000015258789,14.4399995803833,13.110541343688965,1957600
2018-10-01,14.470000267028809,15.699999809265137,13.010000228881836,15.359999656677246,13.945839881896973,3359300
2018-11-01,16.0,19.079999923706055,15.899999618530273,17.979999542236328,16.324621200561523,2188500
2018-12-01,18.450000762939453,18.450000762939453,14.569999694824219,15.649999618530273,14.252552032470703,2221700
2019-01-01,15.600000381469727,18.31999969482422,14.640000343322754,18.0,16.392715454101562,1447900
2019-02-01,18.170000076293945,19.239999771118164,16.959999084472656,19.059999465942383,17.35805892944336,1872700
2019-03-01,19.059999465942383,20.06999969482422,16.25,16.670000076293945,15.227314949035645,1676100
2019-04-01,16.950000762939453,18.0,15.710000038146973,17.989999771118164,16.433073043823242,1997000
2019-05-01,18.059999465942383,18.059999465942383,15.609999656677246,15.979999542236328,14.597028732299805,1718100
2019-06-01,16.020000457763672,16.139999389648438,14.760000228881836,15.029999732971191,13.786482810974121,1458500
2019-07-01,15.029999732971191,16.440000534057617,14.760000228881836,14.960000038146973,13.72227668762207,1198400
2019-08-01,14.970000267028809,15.329999923706055,13.289999961853027,14.119999885559082,12.951773643493652,2465900
2019-09-01,14.010000228881836,14.739999771118164,12.989999771118164,13.949999809265137,12.857671737670898,1039900
2019-10-01,13.979999542236328,13.989999771118164,12.40999984741211,12.59000015258789,11.604164123535156,1464900
2019-11-01,12.510000228881836,13.079999923706055,11.989999771118164,12.149999618530273,11.198616027832031,1543600
2019-12-01,12.199999809265137,13.170000076293945,11.960000038146973,12.970000267028809,12.019405364990234,1333400
2020-01-01,13.079999923706055,14.920000076293945,12.90999984741211,13.079999923706055,12.121341705322266,1611000
2020-02-01,13.050000190734863,14.520000457763672,12.210000038146973,13.270000457763672,12.297416687011719,2290800
2020-03-01,13.0,13.270000457763672,6.639999866485596,8.649999618530273,8.055219650268555,3058200
2020-04-01,8.350000381469727,9.890000343322754,8.300000190734863,9.260000228881836,8.623274803161621,1769000
2020-05-01,8.899999618530273,9.899999618530273,7.800000190734863,8.550000190734863,7.962095737457275,1320300
2020-06-01,8.569999694824219,10.09000015258789,8.229999542236328,8.630000114440918,8.036595344543457,1649500
2020-07-01,8.569999694824219,10.350000381469727,8.430000305175781,10.15999984741211,9.523131370544434,1410300
2020-08-01,10.130000114440918,10.15999984741211,9.319999694824219,9.970000267028809,9.345043182373047,1093900
2020-09-01,9.789999961853027,10.09000015258789,8.100000381469727,8.9399995803833,8.430328369140625,1041500
2020-10-01,8.899999618530273,9.180000305175781,7.840000152587891,8.529999732971191,8.043703079223633,929900
2020-11-01,8.609999656677246,10.5,8.0,9.970000267028809,9.401609420776367,970400
2020-12-01,10.130000114440918,12.8100004196167,9.819999694824219,12.59000015258789,11.946760177612305,1310400
2021-01-01,12.75,14.0,12.09000015258789,13.890000343322754,13.180340766906738,779600
2021-02-01,13.949999809265137,15.0,13.550000190734863,13.890000343322754,13.180340766906738,1598500
2021-03-01,13.9399995803833,14.75,12.989999771118164,13.779999732971191,13.134653091430664,769100
2021-04-01,13.989999771118164,14.460000038146973,12.630000114440918,12.90999984741211,12.305397987365723,525700
2021-05-01,13.039999961853027,14.890000343322754,12.0600004196167,14.529999732971191,13.849529266357422,813000
2021-06-01,15.0,16.790000915527344,13.710000038146973,16.59000015258789,15.813057899475098,2169700
2021-07-01,16.790000915527344,16.790000915527344,12.260000228881836,13.359999656677246,12.797329902648926,1095100
2021-08-01,13.289999961853027,14.75,12.279999732971191,13.130000114440918,12.577016830444336,518700
2021-09-01,13.369999885559082,14.170000076293945,12.100000381469727,12.3100004196167,11.85204029083252,348900
2021-10-01,12.220000267028809,13.180000305175781,12.15999984741211,12.529999732971191,12.063854217529297,397800
2021-11-01,12.4399995803833,12.960000038146973,10.90999984741211,11.319999694824219,10.898869514465332,644400
2021-12-01,11.34000015258789,12.779999732971191,10.489999771118164,12.609999656677246,12.205909729003906,413700
2022-01-01,12.5600004196167,12.609999656677246,10.710000038146973,11.880000114440918,11.49930477142334,395600
2022-02-01,12.010000228881836,12.699999809265137,11.119999885559082,11.75,11.373469352722168,455400
2022-03-01,11.899999618530273,12.770000457763672,10.930000305175781,11.210000038146973,10.969866752624512,1408100
2022-04-01,11.329999923706055,11.880000114440918,10.100000381469727,11.050000190734863,10.813294410705566,391900
2022-05-01,10.75,11.399999618530273,9.399999618530273,10.359999656677246,10.13807487487793,265800
2022-06-01,10.199999809265137,10.489999771118164,8.0,8.140000343322754,7.965631484985352,425000
2022-07-01,8.229999542236328,9.100000381469727,6.75,7.829999923706055,7.716904163360596,1879500
2022-08-01,7.929999828338623,8.609999656677246,7.429999828338623,8.0,7.884448528289795,499500
2022-09-01,8.069999694824219,8.300000190734863,7.409999847412109,7.599999904632568,7.545984745025635,514600
2022-10-01,7.53000020980835,8.850000381469727,7.409999847412109,8.020000457763672,7.963000297546387,492100
2022-11-01,8.029999732971191,8.6899995803833,7.659999847412109,7.820000171661377,7.764421463012695,839100
2022-12-01,7.800000190734863,8.15999984741211,6.829999923706055,7.03000020980835,7.03000020980835,689200
2023-01-01,7.0,7.630000114440918,6.869999885559082,7.539999961853027,7.539999961853027,170304
