Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,19.360000610351562,26.871000289916992,16.079999923706055,24.200000762939453,24.200000762939453,1757200
2019-08-01,24.399999618530273,30.302000045776367,23.540000915527344,27.709999084472656,27.709999084472656,2131800
2019-09-01,27.780000686645508,29.889999389648438,17.19499969482422,22.75,22.75,3064700
2019-10-01,22.739999771118164,25.969999313354492,17.010000228881836,23.209999084472656,23.209999084472656,1915300
2019-11-01,23.34000015258789,24.243000030517578,17.6299991607666,19.690000534057617,19.690000534057617,1418200
2019-12-01,19.649999618530273,34.0,18.40999984741211,22.19499969482422,22.19499969482422,3492000
2020-01-01,22.309999465942383,25.940000534057617,16.8700008392334,24.690000534057617,24.690000534057617,4489600
2020-02-01,24.600000381469727,27.270000457763672,20.549999237060547,21.770000457763672,21.770000457763672,2896200
2020-03-01,23.239999771118164,24.934999465942383,10.779999732971191,21.200000762939453,21.200000762939453,5603700
2020-04-01,20.920000076293945,24.559999465942383,17.665000915527344,20.399999618530273,20.399999618530273,3872500
2020-05-01,19.510000228881836,25.8799991607666,19.510000228881836,25.420000076293945,25.420000076293945,3446600
2020-06-01,25.40999984741211,27.299999237060547,22.100000381469727,24.920000076293945,24.920000076293945,5541600
2020-07-01,35.099998474121094,41.15999984741211,31.030000686645508,35.11000061035156,35.11000061035156,13973700
2020-08-01,35.36000061035156,37.87799835205078,31.59000015258789,32.599998474121094,32.599998474121094,3537200
2020-09-01,32.720001220703125,37.939998626708984,30.649999618530273,30.790000915527344,30.790000915527344,3566500
2020-10-01,31.06999969482422,31.06999969482422,25.079999923706055,26.549999237060547,26.549999237060547,4444000
2020-11-01,26.81999969482422,30.989999771118164,26.010000228881836,28.780000686645508,28.780000686645508,3348900
2020-12-01,28.940000534057617,29.739999771118164,24.81999969482422,25.799999237060547,25.799999237060547,5615000
2021-01-01,26.704999923706055,32.91999816894531,23.540000915527344,29.420000076293945,29.420000076293945,7831200
2021-02-01,30.0,32.88999938964844,28.709999084472656,30.399999618530273,30.399999618530273,3364000
2021-03-01,30.950000762939453,34.869998931884766,27.600000381469727,29.010000228881836,29.010000228881836,7116500
2021-04-01,29.299999237060547,32.4900016784668,26.110000610351562,30.799999237060547,30.799999237060547,5138800
2021-05-01,30.389999389648438,31.360000610351562,25.149999618530273,26.18000030517578,26.18000030517578,4270900
2021-06-01,25.729999542236328,30.530000686645508,24.75,24.809999465942383,24.809999465942383,6186300
2021-07-01,24.969999313354492,25.75,20.459999084472656,21.440000534057617,21.440000534057617,3835900
2021-08-01,21.440000534057617,23.760000228881836,17.655000686645508,23.739999771118164,23.739999771118164,5381400
2021-09-01,23.364999771118164,26.020000457763672,22.260000228881836,22.350000381469727,22.350000381469727,3123700
2021-10-01,22.15999984741211,23.0,20.29400062561035,21.489999771118164,21.489999771118164,2821200
2021-11-01,21.420000076293945,26.979999542236328,20.010000228881836,21.260000228881836,21.260000228881836,4429300
2021-12-01,21.5,22.584999084472656,19.40999984741211,21.149999618530273,21.149999618530273,3941600
2022-01-01,21.270000457763672,22.329999923706055,15.699999809265137,17.520000457763672,17.520000457763672,4351300
2022-02-01,17.700000762939453,20.43000030517578,16.059999465942383,17.729999542236328,17.729999542236328,3469200
2022-03-01,17.4950008392334,18.424999237060547,12.720000267028809,14.1899995803833,14.1899995803833,5310400
2022-04-01,14.34000015258789,15.539999961853027,10.050000190734863,10.489999771118164,10.489999771118164,4620200
2022-05-01,10.5,11.989999771118164,7.880000114440918,8.640000343322754,8.640000343322754,6515200
2022-06-01,8.635000228881836,12.979999542236328,7.519999980926514,9.449999809265137,9.449999809265137,12029600
2022-07-01,9.680000305175781,12.229999542236328,9.3100004196167,10.239999771118164,10.239999771118164,5090200
2022-08-01,10.390000343322754,14.109999656677246,10.0,11.75,11.75,6445800
2022-09-01,11.989999771118164,35.380001068115234,10.475000381469727,34.04999923706055,34.04999923706055,73841800
2022-10-01,34.38999938964844,45.31999969482422,32.209999084472656,42.2599983215332,42.2599983215332,13643900
2022-11-01,42.33000183105469,48.2400016784668,36.880001068115234,46.5,46.5,12172000
2022-12-01,46.279998779296875,54.83000183105469,35.79999923706055,54.79999923706055,54.79999923706055,23171600
2023-01-01,54.79999923706055,54.880001068115234,44.345001220703125,44.4900016784668,44.4900016784668,3187929
