Date,Open,High,Low,Close,Adj Close,Volume
2022-04-01,7.900000095367432,11.289999961853027,3.299999952316284,3.5899999141693115,3.5899999141693115,30524500
2022-05-01,3.5,4.716000080108643,2.8399999141693115,3.3399999141693115,3.3399999141693115,7014100
2022-06-01,3.369999885559082,3.684999942779541,2.0899999141693115,2.1600000858306885,2.1600000858306885,2776100
2022-07-01,2.2200000286102295,3.4200000762939453,2.0999999046325684,3.2100000381469727,3.2100000381469727,1815400
2022-08-01,3.072000026702881,4.25,2.5769999027252197,2.6700000762939453,2.6700000762939453,1445500
2022-09-01,2.740000009536743,2.9200000762939453,1.8250000476837158,1.9500000476837158,1.9500000476837158,979500
2022-10-01,1.9850000143051147,2.2090001106262207,1.6299999952316284,1.8700000047683716,1.8700000047683716,421600
2022-11-01,1.8899999856948853,1.9800000190734863,1.0499999523162842,1.2799999713897705,1.2799999713897705,2036300
2022-12-01,1.340000033378601,3.740000009536743,0.8999999761581421,2.299999952316284,2.299999952316284,58767800
2023-01-01,2.2799999713897705,2.5,1.75,1.840000033378601,1.840000033378601,1244969
